TestID,Reading,QuestionID,Question,CorrectAnswer,MaxScore
2,"The Impact of Social Media on Communication
Social media has dramatically transformed the way people communicate in the 21st century. With platforms like Facebook, Twitter, and Instagram, individuals can instantly share their thoughts, experiences, and emotions with a global audience. While this has fostered greater connectivity, it has also led to concerns about the quality of interactions.

One of the biggest advantages of social media is its ability to connect people across distances. Families separated by continents can maintain close relationships through video calls and instant messaging. Businesses have also benefited from social media by reaching a wider audience at minimal cost. However, critics argue that online interactions often lack the depth and authenticity of face-to-face communication.

Additionally, excessive social media use has been linked to various psychological effects, such as anxiety, depression, and lower self-esteem. Studies suggest that constant exposure to curated images of others’ ""perfect"" lives can lead to feelings of inadequacy. Moreover, the spread of misinformation is a growing concern, as false information can go viral and influence public opinion before being verified.

Despite these drawbacks, social media remains a powerful tool for activism, education, and community building. When used responsibly, it can enhance relationships, provide access to valuable information, and even drive social change.",28,"8. How can social media be used responsibly?
A. By only using one platform.
B. By avoiding all online interactions.
C. By verifying information before sharing.
D. By following every trend.",B,5
2,"The Impact of Social Media on Communication
Social media has dramatically transformed the way people communicate in the 21st century. With platforms like Facebook, Twitter, and Instagram, individuals can instantly share their thoughts, experiences, and emotions with a global audience. While this has fostered greater connectivity, it has also led to concerns about the quality of interactions.

One of the biggest advantages of social media is its ability to connect people across distances. Families separated by continents can maintain close relationships through video calls and instant messaging. Businesses have also benefited from social media by reaching a wider audience at minimal cost. However, critics argue that online interactions often lack the depth and authenticity of face-to-face communication.

Additionally, excessive social media use has been linked to various psychological effects, such as anxiety, depression, and lower self-esteem. Studies suggest that constant exposure to curated images of others’ ""perfect"" lives can lead to feelings of inadequacy. Moreover, the spread of misinformation is a growing concern, as false information can go viral and influence public opinion before being verified.

Despite these drawbacks, social media remains a powerful tool for activism, education, and community building. When used responsibly, it can enhance relationships, provide access to valuable information, and even drive social change.",29,"9. What does the passage suggest about social media’s impact on communication?
A. It has only positive effects.
B. It has transformed communication but comes with challenges.
C. It is the best way to communicate.
D. It has no real impact on relationships.",C,5
2,"The Impact of Social Media on Communication
Social media has dramatically transformed the way people communicate in the 21st century. With platforms like Facebook, Twitter, and Instagram, individuals can instantly share their thoughts, experiences, and emotions with a global audience. While this has fostered greater connectivity, it has also led to concerns about the quality of interactions.

One of the biggest advantages of social media is its ability to connect people across distances. Families separated by continents can maintain close relationships through video calls and instant messaging. Businesses have also benefited from social media by reaching a wider audience at minimal cost. However, critics argue that online interactions often lack the depth and authenticity of face-to-face communication.

Additionally, excessive social media use has been linked to various psychological effects, such as anxiety, depression, and lower self-esteem. Studies suggest that constant exposure to curated images of others’ ""perfect"" lives can lead to feelings of inadequacy. Moreover, the spread of misinformation is a growing concern, as false information can go viral and influence public opinion before being verified.

Despite these drawbacks, social media remains a powerful tool for activism, education, and community building. When used responsibly, it can enhance relationships, provide access to valuable information, and even drive social change.",30,"10. Which of the following is a negative aspect of social media mentioned in the passage?
A. It makes people more sociable.
B. It helps businesses expand.
C. It can lead to mental health issues.
D. It prevents misinformation from spreading.",C,5
2,"The Impact of Social Media on Communication
Social media has dramatically transformed the way people communicate in the 21st century. With platforms like Facebook, Twitter, and Instagram, individuals can instantly share their thoughts, experiences, and emotions with a global audience. While this has fostered greater connectivity, it has also led to concerns about the quality of interactions.

One of the biggest advantages of social media is its ability to connect people across distances. Families separated by continents can maintain close relationships through video calls and instant messaging. Businesses have also benefited from social media by reaching a wider audience at minimal cost. However, critics argue that online interactions often lack the depth and authenticity of face-to-face communication.

Additionally, excessive social media use has been linked to various psychological effects, such as anxiety, depression, and lower self-esteem. Studies suggest that constant exposure to curated images of others’ ""perfect"" lives can lead to feelings of inadequacy. Moreover, the spread of misinformation is a growing concern, as false information can go viral and influence public opinion before being verified.

Despite these drawbacks, social media remains a powerful tool for activism, education, and community building. When used responsibly, it can enhance relationships, provide access to valuable information, and even drive social change.",31,"11. What is one way families benefit from social media?
A. They can communicate easily despite long distances.
B. They can avoid each other.
C. They no longer need traditional",B,5
2,"The Impact of Social Media on Communication
Social media has dramatically transformed the way people communicate in the 21st century. With platforms like Facebook, Twitter, and Instagram, individuals can instantly share their thoughts, experiences, and emotions with a global audience. While this has fostered greater connectivity, it has also led to concerns about the quality of interactions.

One of the biggest advantages of social media is its ability to connect people across distances. Families separated by continents can maintain close relationships through video calls and instant messaging. Businesses have also benefited from social media by reaching a wider audience at minimal cost. However, critics argue that online interactions often lack the depth and authenticity of face-to-face communication.

Additionally, excessive social media use has been linked to various psychological effects, such as anxiety, depression, and lower self-esteem. Studies suggest that constant exposure to curated images of others’ ""perfect"" lives can lead to feelings of inadequacy. Moreover, the spread of misinformation is a growing concern, as false information can go viral and influence public opinion before being verified.

Despite these drawbacks, social media remains a powerful tool for activism, education, and community building. When used responsibly, it can enhance relationships, provide access to valuable information, and even drive social change.",32,"12. What does the passage imply about video calls and instant messaging?
A. They have replaced emails entirely.
B. They help maintain relationships over long distances.
C. They are less effective than phone calls.
D. They are used only by businesses.",B,5
2,"The Impact of Social Media on Communication
Social media has dramatically transformed the way people communicate in the 21st century. With platforms like Facebook, Twitter, and Instagram, individuals can instantly share their thoughts, experiences, and emotions with a global audience. While this has fostered greater connectivity, it has also led to concerns about the quality of interactions.

One of the biggest advantages of social media is its ability to connect people across distances. Families separated by continents can maintain close relationships through video calls and instant messaging. Businesses have also benefited from social media by reaching a wider audience at minimal cost. However, critics argue that online interactions often lack the depth and authenticity of face-to-face communication.

Additionally, excessive social media use has been linked to various psychological effects, such as anxiety, depression, and lower self-esteem. Studies suggest that constant exposure to curated images of others’ ""perfect"" lives can lead to feelings of inadequacy. Moreover, the spread of misinformation is a growing concern, as false information can go viral and influence public opinion before being verified.

Despite these drawbacks, social media remains a powerful tool for activism, education, and community building. When used responsibly, it can enhance relationships, provide access to valuable information, and even drive social change.",33,"13. Which of the following best describes the author's tone?
A. Completely critical of social media
B. Completely supportive of social media
C. Balanced, recognizing both pros and cons
D. Sarcastic and humorous",C,5
2,"The Impact of Social Media on Communication
Social media has dramatically transformed the way people communicate in the 21st century. With platforms like Facebook, Twitter, and Instagram, individuals can instantly share their thoughts, experiences, and emotions with a global audience. While this has fostered greater connectivity, it has also led to concerns about the quality of interactions.

One of the biggest advantages of social media is its ability to connect people across distances. Families separated by continents can maintain close relationships through video calls and instant messaging. Businesses have also benefited from social media by reaching a wider audience at minimal cost. However, critics argue that online interactions often lack the depth and authenticity of face-to-face communication.

Additionally, excessive social media use has been linked to various psychological effects, such as anxiety, depression, and lower self-esteem. Studies suggest that constant exposure to curated images of others’ ""perfect"" lives can lead to feelings of inadequacy. Moreover, the spread of misinformation is a growing concern, as false information can go viral and influence public opinion before being verified.

Despite these drawbacks, social media remains a powerful tool for activism, education, and community building. When used responsibly, it can enhance relationships, provide access to valuable information, and even drive social change.",34,"14. According to the passage, what has social media become a tool for?
A. Political control
B. Artistic expression only
C. Activism and education
D. Government surveillance",C,5
2,"The Impact of Social Media on Communication
Social media has dramatically transformed the way people communicate in the 21st century. With platforms like Facebook, Twitter, and Instagram, individuals can instantly share their thoughts, experiences, and emotions with a global audience. While this has fostered greater connectivity, it has also led to concerns about the quality of interactions.

One of the biggest advantages of social media is its ability to connect people across distances. Families separated by continents can maintain close relationships through video calls and instant messaging. Businesses have also benefited from social media by reaching a wider audience at minimal cost. However, critics argue that online interactions often lack the depth and authenticity of face-to-face communication.

Additionally, excessive social media use has been linked to various psychological effects, such as anxiety, depression, and lower self-esteem. Studies suggest that constant exposure to curated images of others’ ""perfect"" lives can lead to feelings of inadequacy. Moreover, the spread of misinformation is a growing concern, as false information can go viral and influence public opinion before being verified.

Despite these drawbacks, social media remains a powerful tool for activism, education, and community building. When used responsibly, it can enhance relationships, provide access to valuable information, and even drive social change.",35,"15. What does the passage say about false information?
A. It is usually easy to identify
B. It rarely influences people
C. It can spread quickly and affect opinions
D. It is always removed quickly",C,5
2,"The Impact of Social Media on Communication
Social media has dramatically transformed the way people communicate in the 21st century. With platforms like Facebook, Twitter, and Instagram, individuals can instantly share their thoughts, experiences, and emotions with a global audience. While this has fostered greater connectivity, it has also led to concerns about the quality of interactions.

One of the biggest advantages of social media is its ability to connect people across distances. Families separated by continents can maintain close relationships through video calls and instant messaging. Businesses have also benefited from social media by reaching a wider audience at minimal cost. However, critics argue that online interactions often lack the depth and authenticity of face-to-face communication.

Additionally, excessive social media use has been linked to various psychological effects, such as anxiety, depression, and lower self-esteem. Studies suggest that constant exposure to curated images of others’ ""perfect"" lives can lead to feelings of inadequacy. Moreover, the spread of misinformation is a growing concern, as false information can go viral and influence public opinion before being verified.

Despite these drawbacks, social media remains a powerful tool for activism, education, and community building. When used responsibly, it can enhance relationships, provide access to valuable information, and even drive social change.",36,"16. Which group benefits the most from the connectivity of social media?
A. Only teenagers
B. Only government officials
C. Families and businesses
D. Only students",C,5
2,"The Impact of Social Media on Communication
Social media has dramatically transformed the way people communicate in the 21st century. With platforms like Facebook, Twitter, and Instagram, individuals can instantly share their thoughts, experiences, and emotions with a global audience. While this has fostered greater connectivity, it has also led to concerns about the quality of interactions.

One of the biggest advantages of social media is its ability to connect people across distances. Families separated by continents can maintain close relationships through video calls and instant messaging. Businesses have also benefited from social media by reaching a wider audience at minimal cost. However, critics argue that online interactions often lack the depth and authenticity of face-to-face communication.

Additionally, excessive social media use has been linked to various psychological effects, such as anxiety, depression, and lower self-esteem. Studies suggest that constant exposure to curated images of others’ ""perfect"" lives can lead to feelings of inadequacy. Moreover, the spread of misinformation is a growing concern, as false information can go viral and influence public opinion before being verified.

Despite these drawbacks, social media remains a powerful tool for activism, education, and community building. When used responsibly, it can enhance relationships, provide access to valuable information, and even drive social change.",37,"17. Which of these is NOT listed as a negative effect of social media?
A. Depression
B. Anxiety
C. Improved creativity
D. Lower self-esteem",C,5
2,"The Impact of Social Media on Communication
Social media has dramatically transformed the way people communicate in the 21st century. With platforms like Facebook, Twitter, and Instagram, individuals can instantly share their thoughts, experiences, and emotions with a global audience. While this has fostered greater connectivity, it has also led to concerns about the quality of interactions.

One of the biggest advantages of social media is its ability to connect people across distances. Families separated by continents can maintain close relationships through video calls and instant messaging. Businesses have also benefited from social media by reaching a wider audience at minimal cost. However, critics argue that online interactions often lack the depth and authenticity of face-to-face communication.

Additionally, excessive social media use has been linked to various psychological effects, such as anxiety, depression, and lower self-esteem. Studies suggest that constant exposure to curated images of others’ ""perfect"" lives can lead to feelings of inadequacy. Moreover, the spread of misinformation is a growing concern, as false information can go viral and influence public opinion before being verified.

Despite these drawbacks, social media remains a powerful tool for activism, education, and community building. When used responsibly, it can enhance relationships, provide access to valuable information, and even drive social change.",38,"18. What does the author recommend regarding social media use?
A. Avoiding it entirely
B. Using it with responsibility
C. Only using Facebook
D. Posting as frequently as possible",B,5
2,"The Impact of Social Media on Communication
Social media has dramatically transformed the way people communicate in the 21st century. With platforms like Facebook, Twitter, and Instagram, individuals can instantly share their thoughts, experiences, and emotions with a global audience. While this has fostered greater connectivity, it has also led to concerns about the quality of interactions.

One of the biggest advantages of social media is its ability to connect people across distances. Families separated by continents can maintain close relationships through video calls and instant messaging. Businesses have also benefited from social media by reaching a wider audience at minimal cost. However, critics argue that online interactions often lack the depth and authenticity of face-to-face communication.

Additionally, excessive social media use has been linked to various psychological effects, such as anxiety, depression, and lower self-esteem. Studies suggest that constant exposure to curated images of others’ ""perfect"" lives can lead to feelings of inadequacy. Moreover, the spread of misinformation is a growing concern, as false information can go viral and influence public opinion before being verified.

Despite these drawbacks, social media remains a powerful tool for activism, education, and community building. When used responsibly, it can enhance relationships, provide access to valuable information, and even drive social change.",39,"19. What is suggested as a danger of curated images on social media?
A. They inspire creativity
B. They make people want to travel
C. They cause people to feel less satisfied with their own lives
D. They promote honesty",C,5
2,"The Impact of Social Media on Communication
Social media has dramatically transformed the way people communicate in the 21st century. With platforms like Facebook, Twitter, and Instagram, individuals can instantly share their thoughts, experiences, and emotions with a global audience. While this has fostered greater connectivity, it has also led to concerns about the quality of interactions.

One of the biggest advantages of social media is its ability to connect people across distances. Families separated by continents can maintain close relationships through video calls and instant messaging. Businesses have also benefited from social media by reaching a wider audience at minimal cost. However, critics argue that online interactions often lack the depth and authenticity of face-to-face communication.

Additionally, excessive social media use has been linked to various psychological effects, such as anxiety, depression, and lower self-esteem. Studies suggest that constant exposure to curated images of others’ ""perfect"" lives can lead to feelings of inadequacy. Moreover, the spread of misinformation is a growing concern, as false information can go viral and influence public opinion before being verified.

Despite these drawbacks, social media remains a powerful tool for activism, education, and community building. When used responsibly, it can enhance relationships, provide access to valuable information, and even drive social change.",40,"20. What is the overall message of the passage?
A. Social media should be banned
B. Social media has transformed communication with both benefits and risks
C. Social media is only for entertainment
D. Traditional communication is now useless",B,5
3,"The Benefits of Reading Books
Reading books offers numerous benefits for people of all ages. It not only improves vocabulary and language skills but also strengthens the brain by enhancing memory and focus. Studies show that reading fiction helps individuals develop empathy by putting themselves in the characters' situations, while non-fiction books provide factual knowledge about the world.

In today’s fast-paced digital era, many people prefer scrolling through social media or watching videos rather than sitting down with a book. However, these habits often lead to decreased attention spans and reduced cognitive stimulation. In contrast, reading a book requires active engagement and imagination, which helps keep the brain sharp.

Moreover, reading is linked to better mental health. It can be a great stress reliever and a way to escape from daily worries. Just a few minutes of reading can lower heart rate and ease tension in muscles. Additionally, regular readers tend to sleep better because reading before bed helps signal the brain that it is time to wind down.

In education, reading is the foundation of academic success. Students who read regularly often perform better in school, not only in language subjects but also in science and math, due to improved comprehension skills. That’s why encouraging a love of reading from a young age is vital.",41,"1. What is the main idea of the passage? 
A. Reading makes people sleepy 
B. Reading provides many cognitive and emotional benefits 
C. Watching videos is better 
D. Students should read fiction only",B,5
3,"The Benefits of Reading Books
Reading books offers numerous benefits for people of all ages. It not only improves vocabulary and language skills but also strengthens the brain by enhancing memory and focus. Studies show that reading fiction helps individuals develop empathy by putting themselves in the characters' situations, while non-fiction books provide factual knowledge about the world.

In today’s fast-paced digital era, many people prefer scrolling through social media or watching videos rather than sitting down with a book. However, these habits often lead to decreased attention spans and reduced cognitive stimulation. In contrast, reading a book requires active engagement and imagination, which helps keep the brain sharp.

Moreover, reading is linked to better mental health. It can be a great stress reliever and a way to escape from daily worries. Just a few minutes of reading can lower heart rate and ease tension in muscles. Additionally, regular readers tend to sleep better because reading before bed helps signal the brain that it is time to wind down.

In education, reading is the foundation of academic success. Students who read regularly often perform better in school, not only in language subjects but also in science and math, due to improved comprehension skills. That’s why encouraging a love of reading from a young age is vital.",42,"2. According to the passage, what kind of books help build empathy? 
A. Non-fiction 
B. Fiction 
C. Science books 
D. Comics",B,5
3,"The Benefits of Reading Books
Reading books offers numerous benefits for people of all ages. It not only improves vocabulary and language skills but also strengthens the brain by enhancing memory and focus. Studies show that reading fiction helps individuals develop empathy by putting themselves in the characters' situations, while non-fiction books provide factual knowledge about the world.

In today’s fast-paced digital era, many people prefer scrolling through social media or watching videos rather than sitting down with a book. However, these habits often lead to decreased attention spans and reduced cognitive stimulation. In contrast, reading a book requires active engagement and imagination, which helps keep the brain sharp.

Moreover, reading is linked to better mental health. It can be a great stress reliever and a way to escape from daily worries. Just a few minutes of reading can lower heart rate and ease tension in muscles. Additionally, regular readers tend to sleep better because reading before bed helps signal the brain that it is time to wind down.

In education, reading is the foundation of academic success. Students who read regularly often perform better in school, not only in language subjects but also in science and math, due to improved comprehension skills. That’s why encouraging a love of reading from a young age is vital.",43,"3. What is one negative impact of digital habits mentioned?
 A. Improved focus 
B. Better sleep 
C. Decreased attention span 
D. Better memory",C,5
3,"The Benefits of Reading Books
Reading books offers numerous benefits for people of all ages. It not only improves vocabulary and language skills but also strengthens the brain by enhancing memory and focus. Studies show that reading fiction helps individuals develop empathy by putting themselves in the characters' situations, while non-fiction books provide factual knowledge about the world.

In today’s fast-paced digital era, many people prefer scrolling through social media or watching videos rather than sitting down with a book. However, these habits often lead to decreased attention spans and reduced cognitive stimulation. In contrast, reading a book requires active engagement and imagination, which helps keep the brain sharp.

Moreover, reading is linked to better mental health. It can be a great stress reliever and a way to escape from daily worries. Just a few minutes of reading can lower heart rate and ease tension in muscles. Additionally, regular readers tend to sleep better because reading before bed helps signal the brain that it is time to wind down.

In education, reading is the foundation of academic success. Students who read regularly often perform better in school, not only in language subjects but also in science and math, due to improved comprehension skills. That’s why encouraging a love of reading from a young age is vital.",44,"4. How does reading affect memory?
A. It weakens memory 
B. It strengthens memory 
C. No effect 
D. It replaces learning",B,5
3,"The Benefits of Reading Books
Reading books offers numerous benefits for people of all ages. It not only improves vocabulary and language skills but also strengthens the brain by enhancing memory and focus. Studies show that reading fiction helps individuals develop empathy by putting themselves in the characters' situations, while non-fiction books provide factual knowledge about the world.

In today’s fast-paced digital era, many people prefer scrolling through social media or watching videos rather than sitting down with a book. However, these habits often lead to decreased attention spans and reduced cognitive stimulation. In contrast, reading a book requires active engagement and imagination, which helps keep the brain sharp.

Moreover, reading is linked to better mental health. It can be a great stress reliever and a way to escape from daily worries. Just a few minutes of reading can lower heart rate and ease tension in muscles. Additionally, regular readers tend to sleep better because reading before bed helps signal the brain that it is time to wind down.

In education, reading is the foundation of academic success. Students who read regularly often perform better in school, not only in language subjects but also in science and math, due to improved comprehension skills. That’s why encouraging a love of reading from a young age is vital.",45,"5. Why does reading help improve sleep? 
A. It tires your eyes 
B. It causes boredom 
C. It helps the brain relax before bed
D. It requires light",C,5
3,"The Benefits of Reading Books
Reading books offers numerous benefits for people of all ages. It not only improves vocabulary and language skills but also strengthens the brain by enhancing memory and focus. Studies show that reading fiction helps individuals develop empathy by putting themselves in the characters' situations, while non-fiction books provide factual knowledge about the world.

In today’s fast-paced digital era, many people prefer scrolling through social media or watching videos rather than sitting down with a book. However, these habits often lead to decreased attention spans and reduced cognitive stimulation. In contrast, reading a book requires active engagement and imagination, which helps keep the brain sharp.

Moreover, reading is linked to better mental health. It can be a great stress reliever and a way to escape from daily worries. Just a few minutes of reading can lower heart rate and ease tension in muscles. Additionally, regular readers tend to sleep better because reading before bed helps signal the brain that it is time to wind down.

In education, reading is the foundation of academic success. Students who read regularly often perform better in school, not only in language subjects but also in science and math, due to improved comprehension skills. That’s why encouraging a love of reading from a young age is vital.",46,"6. Which of the following is NOT mentioned as a benefit of reading? 
A. Stress reduction 
B. Better school performance 
C. Weight loss 
D. Improved focus",C,5
3,"The Benefits of Reading Books
Reading books offers numerous benefits for people of all ages. It not only improves vocabulary and language skills but also strengthens the brain by enhancing memory and focus. Studies show that reading fiction helps individuals develop empathy by putting themselves in the characters' situations, while non-fiction books provide factual knowledge about the world.

In today’s fast-paced digital era, many people prefer scrolling through social media or watching videos rather than sitting down with a book. However, these habits often lead to decreased attention spans and reduced cognitive stimulation. In contrast, reading a book requires active engagement and imagination, which helps keep the brain sharp.

Moreover, reading is linked to better mental health. It can be a great stress reliever and a way to escape from daily worries. Just a few minutes of reading can lower heart rate and ease tension in muscles. Additionally, regular readers tend to sleep better because reading before bed helps signal the brain that it is time to wind down.

In education, reading is the foundation of academic success. Students who read regularly often perform better in school, not only in language subjects but also in science and math, due to improved comprehension skills. That’s why encouraging a love of reading from a young age is vital.",47,"7. What does the passage say about reading in education? 
A. It helps only in literature 
B. It supports learning in all subjects 
C. It's less useful than math 
D. It’s only important for college students",B,5
3,"The Benefits of Reading Books
Reading books offers numerous benefits for people of all ages. It not only improves vocabulary and language skills but also strengthens the brain by enhancing memory and focus. Studies show that reading fiction helps individuals develop empathy by putting themselves in the characters' situations, while non-fiction books provide factual knowledge about the world.

In today’s fast-paced digital era, many people prefer scrolling through social media or watching videos rather than sitting down with a book. However, these habits often lead to decreased attention spans and reduced cognitive stimulation. In contrast, reading a book requires active engagement and imagination, which helps keep the brain sharp.

Moreover, reading is linked to better mental health. It can be a great stress reliever and a way to escape from daily worries. Just a few minutes of reading can lower heart rate and ease tension in muscles. Additionally, regular readers tend to sleep better because reading before bed helps signal the brain that it is time to wind down.

In education, reading is the foundation of academic success. Students who read regularly often perform better in school, not only in language subjects but also in science and math, due to improved comprehension skills. That’s why encouraging a love of reading from a young age is vital.",48,"8. What happens when people read regularly? 
A. They stop using social media 
B. They gain weight 
C. Their brain stays sharp 
D. They feel tired",C,5
3,"The Benefits of Reading Books
Reading books offers numerous benefits for people of all ages. It not only improves vocabulary and language skills but also strengthens the brain by enhancing memory and focus. Studies show that reading fiction helps individuals develop empathy by putting themselves in the characters' situations, while non-fiction books provide factual knowledge about the world.

In today’s fast-paced digital era, many people prefer scrolling through social media or watching videos rather than sitting down with a book. However, these habits often lead to decreased attention spans and reduced cognitive stimulation. In contrast, reading a book requires active engagement and imagination, which helps keep the brain sharp.

Moreover, reading is linked to better mental health. It can be a great stress reliever and a way to escape from daily worries. Just a few minutes of reading can lower heart rate and ease tension in muscles. Additionally, regular readers tend to sleep better because reading before bed helps signal the brain that it is time to wind down.

In education, reading is the foundation of academic success. Students who read regularly often perform better in school, not only in language subjects but also in science and math, due to improved comprehension skills. That’s why encouraging a love of reading from a young age is vital.",49,"9. According to the passage, how long does it take for reading to reduce stress? 
A. An hour 
B. A full day 
C. A few minutes 
D. Overnight",C,5
3,"The Benefits of Reading Books
Reading books offers numerous benefits for people of all ages. It not only improves vocabulary and language skills but also strengthens the brain by enhancing memory and focus. Studies show that reading fiction helps individuals develop empathy by putting themselves in the characters' situations, while non-fiction books provide factual knowledge about the world.

In today’s fast-paced digital era, many people prefer scrolling through social media or watching videos rather than sitting down with a book. However, these habits often lead to decreased attention spans and reduced cognitive stimulation. In contrast, reading a book requires active engagement and imagination, which helps keep the brain sharp.

Moreover, reading is linked to better mental health. It can be a great stress reliever and a way to escape from daily worries. Just a few minutes of reading can lower heart rate and ease tension in muscles. Additionally, regular readers tend to sleep better because reading before bed helps signal the brain that it is time to wind down.

In education, reading is the foundation of academic success. Students who read regularly often perform better in school, not only in language subjects but also in science and math, due to improved comprehension skills. That’s why encouraging a love of reading from a young age is vital.",50,"10. What does reading require compared to watching videos? 
A. Less focus 
B. More imagination and engagement 
C. More noise 
D. No effort",B,5
3,"The Benefits of Reading Books
Reading books offers numerous benefits for people of all ages. It not only improves vocabulary and language skills but also strengthens the brain by enhancing memory and focus. Studies show that reading fiction helps individuals develop empathy by putting themselves in the characters' situations, while non-fiction books provide factual knowledge about the world.

In today’s fast-paced digital era, many people prefer scrolling through social media or watching videos rather than sitting down with a book. However, these habits often lead to decreased attention spans and reduced cognitive stimulation. In contrast, reading a book requires active engagement and imagination, which helps keep the brain sharp.

Moreover, reading is linked to better mental health. It can be a great stress reliever and a way to escape from daily worries. Just a few minutes of reading can lower heart rate and ease tension in muscles. Additionally, regular readers tend to sleep better because reading before bed helps signal the brain that it is time to wind down.

In education, reading is the foundation of academic success. Students who read regularly often perform better in school, not only in language subjects but also in science and math, due to improved comprehension skills. That’s why encouraging a love of reading from a young age is vital.",51,"11. What does the author suggest about vocabulary development? 
A. It's unrelated to reading 
B. Reading helps improve vocabulary 
C. Only TV helps vocabulary 
D. Games are more effective",B,5
3,"The Benefits of Reading Books
Reading books offers numerous benefits for people of all ages. It not only improves vocabulary and language skills but also strengthens the brain by enhancing memory and focus. Studies show that reading fiction helps individuals develop empathy by putting themselves in the characters' situations, while non-fiction books provide factual knowledge about the world.

In today’s fast-paced digital era, many people prefer scrolling through social media or watching videos rather than sitting down with a book. However, these habits often lead to decreased attention spans and reduced cognitive stimulation. In contrast, reading a book requires active engagement and imagination, which helps keep the brain sharp.

Moreover, reading is linked to better mental health. It can be a great stress reliever and a way to escape from daily worries. Just a few minutes of reading can lower heart rate and ease tension in muscles. Additionally, regular readers tend to sleep better because reading before bed helps signal the brain that it is time to wind down.

In education, reading is the foundation of academic success. Students who read regularly often perform better in school, not only in language subjects but also in science and math, due to improved comprehension skills. That’s why encouraging a love of reading from a young age is vital.",52,"12. What type of books provide factual knowledge? 
A. Fiction 
B. Novels 
C. Non-fiction 
D. Fairy tales",C,5
3,"The Benefits of Reading Books
Reading books offers numerous benefits for people of all ages. It not only improves vocabulary and language skills but also strengthens the brain by enhancing memory and focus. Studies show that reading fiction helps individuals develop empathy by putting themselves in the characters' situations, while non-fiction books provide factual knowledge about the world.

In today’s fast-paced digital era, many people prefer scrolling through social media or watching videos rather than sitting down with a book. However, these habits often lead to decreased attention spans and reduced cognitive stimulation. In contrast, reading a book requires active engagement and imagination, which helps keep the brain sharp.

Moreover, reading is linked to better mental health. It can be a great stress reliever and a way to escape from daily worries. Just a few minutes of reading can lower heart rate and ease tension in muscles. Additionally, regular readers tend to sleep better because reading before bed helps signal the brain that it is time to wind down.

In education, reading is the foundation of academic success. Students who read regularly often perform better in school, not only in language subjects but also in science and math, due to improved comprehension skills. That’s why encouraging a love of reading from a young age is vital.",53,"13. What can signal the brain to sleep? 
A. Using social media 
B. Watching TV 
C. Reading before bed 
D. Playing games",C,5
3,"The Benefits of Reading Books
Reading books offers numerous benefits for people of all ages. It not only improves vocabulary and language skills but also strengthens the brain by enhancing memory and focus. Studies show that reading fiction helps individuals develop empathy by putting themselves in the characters' situations, while non-fiction books provide factual knowledge about the world.

In today’s fast-paced digital era, many people prefer scrolling through social media or watching videos rather than sitting down with a book. However, these habits often lead to decreased attention spans and reduced cognitive stimulation. In contrast, reading a book requires active engagement and imagination, which helps keep the brain sharp.

Moreover, reading is linked to better mental health. It can be a great stress reliever and a way to escape from daily worries. Just a few minutes of reading can lower heart rate and ease tension in muscles. Additionally, regular readers tend to sleep better because reading before bed helps signal the brain that it is time to wind down.

In education, reading is the foundation of academic success. Students who read regularly often perform better in school, not only in language subjects but also in science and math, due to improved comprehension skills. That’s why encouraging a love of reading from a young age is vital.",54,"14. What is one reason reading helps academic success? 
A. It’s fun 
B. It improves comprehension 
C. It replaces homework 
D. It makes students relax",B,5
3,"The Benefits of Reading Books
Reading books offers numerous benefits for people of all ages. It not only improves vocabulary and language skills but also strengthens the brain by enhancing memory and focus. Studies show that reading fiction helps individuals develop empathy by putting themselves in the characters' situations, while non-fiction books provide factual knowledge about the world.

In today’s fast-paced digital era, many people prefer scrolling through social media or watching videos rather than sitting down with a book. However, these habits often lead to decreased attention spans and reduced cognitive stimulation. In contrast, reading a book requires active engagement and imagination, which helps keep the brain sharp.

Moreover, reading is linked to better mental health. It can be a great stress reliever and a way to escape from daily worries. Just a few minutes of reading can lower heart rate and ease tension in muscles. Additionally, regular readers tend to sleep better because reading before bed helps signal the brain that it is time to wind down.

In education, reading is the foundation of academic success. Students who read regularly often perform better in school, not only in language subjects but also in science and math, due to improved comprehension skills. That’s why encouraging a love of reading from a young age is vital.",55,"15. What does the passage imply about imagination? 
A. It’s not important 
B. It's used more in video games 
C. Reading stimulates imagination 
D. It only works in children",C,5
3,"The Benefits of Reading Books
Reading books offers numerous benefits for people of all ages. It not only improves vocabulary and language skills but also strengthens the brain by enhancing memory and focus. Studies show that reading fiction helps individuals develop empathy by putting themselves in the characters' situations, while non-fiction books provide factual knowledge about the world.

In today’s fast-paced digital era, many people prefer scrolling through social media or watching videos rather than sitting down with a book. However, these habits often lead to decreased attention spans and reduced cognitive stimulation. In contrast, reading a book requires active engagement and imagination, which helps keep the brain sharp.

Moreover, reading is linked to better mental health. It can be a great stress reliever and a way to escape from daily worries. Just a few minutes of reading can lower heart rate and ease tension in muscles. Additionally, regular readers tend to sleep better because reading before bed helps signal the brain that it is time to wind down.

In education, reading is the foundation of academic success. Students who read regularly often perform better in school, not only in language subjects but also in science and math, due to improved comprehension skills. That’s why encouraging a love of reading from a young age is vital.",56,"16. What is a benefit of reading fiction according to the passage? 
A. Better science scores 
B. Increased empathy 
C. Better spelling 
D. Higher math ability",B,5
